assay_ID,block,date,plate_ID,External_Treatment,genotype,Selective_marker,stock,coculture_strain,coculture_ID,genotype2,Media,LB_perc,GlcMedia,Mut_to_WT_ratio,glucose,N0_ul,N0_CFU_nx,N0,N0_coculture,N0_gen_to_co_ratio,Nt1_CFU_nx,Nt2_CFU_nx,Nt3_CFU_nx,Nt1_CFU,Nt2_CFU,Nt3_CFU,N0_CFU,Nt1_nx,Nt2_nx,Nt3_nx,Nt1,Nt2,Nt3,environment,CI_range_coculture_strain,CI_range_genotype,fluctuation_volume_t0,culture_volume_final,coculture,D_gen_nx,D_gen_all,D_genotype,D_coculture_strain,D_total,generations,generations_coculture_strain,incubation_mins,m_coculture_strain,m_genotype,m_lower_genotype,m_upper_genotype,mut_fitness_genotype,FlanWarnings,m_lower_coculture_strain,m_upper_coculture_strain,mutation_rate_coculture_strain,mutation_rate_gen_all,mutation_rate_gen_allL,mutation_rate_gen_allU,mutation_rate_gen_nx,mutation_rate_gen_nxL,mutation_rate_gen_nxU,mutation_rate_genotype,mutation_rate_genotype_lower,mutation_rate_genotype_upper,Mutations_per_generation,N_cultures,Nt_gen_all,Nt_gen_nx,Nt_genotype,Nt_coculture_strain,Nt_CV,Nt_dilution_nx,Nt_dilution,Nt_N0_ratio,Nt_SD,Nt_total,sd_m_coculture_strain,sd_m_genotype,Sel_CFU1,Sel_CFU10,Sel_CFU11,Sel_CFU12,Sel_CFU13,Sel_CFU14,Sel_CFU15,Sel_CFU16,Sel_CFU17,Sel_CFU18,Sel_CFU2,Sel_CFU3,Sel_CFU4,Sel_CFU5,Sel_CFU6,Sel_CFU7,Sel_CFU8,Sel_CFU9,Treatment,Weight0,Weight24,Abs_670_res,Abs_670_res1,Abs_670_res2,Abs_670_res3,Abs_670_res4,Layout,MutationFrequency,Oxygen,Notes,w_relative,Experimentor,N0_rep1,N0_rep2,N0_rep3,D_perc_gen,N0_mean_of_3,T_format
RG15_45ancestor1_noneControl275833333.333333,RG15,20/09/2021,RG15_4,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,5,n,NA,0,10,NA,5500,NA,NA,NA,NA,NA,119,103,109,55,NA,NA,NA,276000000,238670312.5,252573437.5,5,NA,21.8891463,1000,926.875,n,NA,275833333.3,276000000,0,275833333.3,15.50445236,NA,1440,NA,6.631916709,3.833794076,9.430039343,1.621435648,NA,NA,NA,NA,25.94007021,14.99549705,36.88464336,NA,NA,NA,25.94007021,14.99549705,36.88464336,0.427742725,16,255663020.8,NA,256000000,0,0.059815679,NA,100000,46484.18561,15300000,256000000,NA,0.555766547,18,18,114,18,5,8,6,30,7,9,16,7,8,19,16,11,NA,NA,ancestor1_none+Controln,221.87,214.85,NA,NA,NA,NA,NA,RG15D,75.78334926,+,"Used a mix of Jake and Rok rif, results essentially useless",NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG15_55sodA1_noneControl226666666.666667,RG15,20/09/2021,RG15_5,Control,sodA,rif,sodA1,none,sodA1_none,sodA1_none,DM,5,n,NA,0,10,NA,6000,NA,NA,NA,NA,NA,89,88,95,60,NA,NA,NA,199000000,196579166.7,212216145.8,5,NA,37.18772246,1000,893.5416667,n,NA,226666666.7,227000000,0,226666666.7,15.04285713,NA,1440,NA,8.127585903,4.36165756,11.89351425,2.078034718,NA,NA,NA,NA,40.12907061,21.53520938,58.72293184,NA,NA,NA,40.12907061,21.53520938,58.72293184,0.54029536,17,202536111.1,NA,203000000,0,0.034094186,NA,100000,33756.01852,6910000,203000000,NA,0.574843364,13,24,29,16,50,10,9,20,10,7,8,10,8,13,9,20,13,NA,sodA1_none+Controln,221.49,211.27,NA,NA,NA,NA,NA,RG15E,78.12695388,+,"Used a mix of Jake and Rok rif, results essentially useless",NA,RG,NA,NA,NA,100,NA,sodA LB
RG15_52sodA1_noneControl75000000,RG15,20/09/2021,RG15_5,Control,sodA,rif,sodA1,none,sodA1_none,sodA1_none,DM,2,n,NA,0,10,NA,5000,NA,NA,NA,NA,NA,38,29,23,50,NA,NA,NA,84900000,64781770.83,51378645.83,2,NA,63.0495454,1000,893.5416667,n,NA,75000000,75000000,0,75000000,13.71028179,NA,1440,NA,3.950908371,1.838256026,6.063560717,1.36645128,NA,NA,NA,NA,58.95503282,27.43026012,90.47980552,NA,NA,NA,58.95503282,27.43026012,90.47980552,0.288171201,16,67015625,NA,67000000,0,0.205480467,NA,100000,13403.125,13800000,67000000,NA,0.472101781,8,9,8,13,8,10,10,4,5,341,2,6,3,31,3,6,NA,NA,sodA1_none+Controln,221.49,211.27,NA,NA,NA,NA,NA,RG15E,435.5327582,+,"Used a mix of Jake and Rok rif, results essentially useless",NA,RG,NA,NA,NA,100,NA,sodA LB
RG15_55sodB1_noneControl153333333.333333,RG15,20/09/2021,RG15_5,Control,sodB,rif,sodB1,none,sodB1_none,sodB1_none,DM,5,n,NA,0,10,NA,3800,NA,NA,NA,NA,NA,58,59,67,38,NA,NA,NA,130000000,131797395.8,149668229.2,5,NA,60.58844793,1000,893.5416667,n,NA,153333333.3,153000000,0,153333333.3,15.13791933,NA,1440,NA,8.33209832,4.18149511,12.48270153,1.444895468,NA,NA,NA,NA,60.81392024,30.51969628,91.10814421,NA,NA,NA,60.81392024,30.51969628,91.10814421,0.550412388,16,137009722.2,NA,137000000,0,0.065668728,NA,100000,36055.19006,9000000,137000000,NA,0.597191653,39,33,14,30,15,11,7,27,69,9,8,33,12,26,25,8,NA,NA,sodB1_none+Controln,221.49,211.27,NA,NA,NA,NA,NA,RG15E,166.9589547,+,"Used a mix of Jake and Rok rif, results essentially useless",NA,RG,NA,NA,NA,100,NA,sodB LB
RG15_52sodC1_noneControl67500000,RG15,20/09/2021,RG15_5,Control,sodC,rif,sodC1,none,sodC1_none,sodC1_none,DM,2,n,NA,0,10,NA,4400,NA,NA,NA,NA,NA,18,38,25,44,NA,NA,NA,40200000,84886458.33,55846354.17,2,NA,91.36869177,1000,893.5416667,n,NA,67500000,67500000,0,67500000,13.74270327,NA,1440,NA,7.65934956,4.903941067,10.41475805,15.4981724,NA,NA,NA,NA,126.9911069,81.30676104,172.6754528,NA,NA,NA,126.9911069,81.30676104,172.6754528,0.557339368,16,60314062.5,NA,60300000,0,0.306908713,NA,100000,13707.74148,18500000,60300000,NA,0.581562698,6,6,10,10,13,14,2,9,4,11,6,10,9,7,7,7,NA,NA,sodC1_none+Controln,221.49,211.27,NA,NA,NA,NA,NA,RG15E,135.7477786,+,"Used a mix of Jake and Rok rif, results essentially useless",NA,RG,NA,NA,NA,100,NA,sodC LB
RG15_55ancestor1_noneControl260833333.333333,RG15,20/09/2021,RG15_5,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,5,n,NA,0,10,NA,5900,NA,NA,NA,NA,NA,117,92,104,59,NA,NA,NA,261000000,205514583.3,232320833.3,5,NA,16.55090386,1000,893.5416667,n,NA,260833333.3,261000000,0,260833333.3,15.26966068,NA,1440,NA,5.509916915,3.581194975,7.438638855,1.563518579,NA,NA,NA,NA,23.64107113,15.3656192,31.91652307,NA,NA,NA,23.64107113,15.3656192,31.91652307,0.360840822,16,233065451.4,NA,233000000,0,0.097849155,NA,100000,39502.61888,22800000,233000000,NA,0.524248007,12,7,2,12,13,89,15,16,5,21,13,19,5,3,8,12,NA,NA,ancestor1_none+Controln,221.49,211.27,NA,NA,NA,NA,NA,RG15E,67.57758349,+,"Used a mix of Jake and Rok rif, results essentially useless",NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG16_1100ancestor1_noneControl155000000,RG16,21/10/2021,RG16_1,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,3300,NA,NA,NA,NA,NA,60,58,68,33,NA,NA,NA,135000000,130394270.8,152876041.7,100,NA,26.83057534,1000,899.2708333,n,NA,155000000,155000000,0,155000000,15.36627025,NA,1440,NA,5.251058307,3.381141884,7.12097473,2.656546327,NA,NA,NA,NA,37.67251675,24.25722908,51.08780442,NA,NA,NA,37.67251675,24.25722908,51.08780442,0.341726276,17,139386979.2,NA,139000000,0,0.069685384,NA,100000,42238.47854,9710000,139000000,NA,0.500944235,12,2,7,2,7,4,6,8,23,15,10,6,10,3,12,7,8,NA,ancestor1_none+Controly,220.8,211.13,NA,NA,NA,NA,NA,RG16A,59.9262659,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
RG16_1500ancestor1_noneControl640833333.333333,RG16,21/10/2021,RG16_1,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,900,NA,NA,NA,NA,NA,226,280,263,9,NA,NA,NA,508000000,629489583.3,591270572.9,500,NA,11.41078561,1000,899.2708333,n,NA,640833333.3,641000000,0,640833333.3,19.28842034,NA,1440,NA,5.600252423,2.312333106,8.88817174,0.967712734,NA,NA,NA,NA,9.717890497,4.012497691,15.4232833,NA,NA,NA,9.717890497,4.012497691,15.4232833,0.29034272,16,576282725.7,NA,576000000,0,0.087947144,NA,100000,640314.1397,50700000,576000000,NA,0.526940394,17,96,25,29,11,6,125,12,21,208,20,7,42,5,8,5,NA,NA,ancestor1_none+Controly,220.8,211.13,NA,NA,NA,NA,NA,RG16A,69.0850137,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
RG16_1100ancestor1_noneKat70202500000,RG16,21/10/2021,RG16_1,Kat70,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,4300,NA,NA,NA,NA,NA,79,80,84,43,NA,NA,NA,178000000,179854166.7,188846875,100,NA,26.35860101,1000,899.2708333,n,NA,202500000,203000000,0,202500000,15.37005331,NA,1440,NA,5.186108867,2.786127355,7.586090378,3.945294911,NA,NA,NA,NA,28.47908906,15.29978856,41.65838957,NA,NA,NA,28.47908906,15.29978856,41.65838957,0.337416453,16,182102343.8,NA,182000000,0,0.026669715,NA,100000,42349.38227,4860000,182000000,NA,0.514341078,6,7,3,11,5,5,13,2,5,3,9,9,7,5,5,16,NA,NA,ancestor1_none+Kat70y,220.8,211.13,NA,NA,NA,NA,NA,RG16A,38.09670901,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 catalase Glc
RG16_1500ancestor1_noneKat70785833333.333333,RG16,21/10/2021,RG16_1,Kat70,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,3100,NA,NA,NA,NA,NA,293,305,345,31,NA,NA,NA,659000000,685694010.4,775621093.8,500,NA,11.41091534,1000,899.2708333,n,NA,785833333.3,786000000,0,785833333.3,17.79842321,NA,1440,NA,7.322614711,3.29069902,11.3545304,1.342386179,NA,NA,NA,NA,10.36203916,4.656581488,16.06749683,NA,NA,NA,10.36203916,4.656581488,16.06749683,0.411419294,16,706676996.5,NA,707000000,0,0.070724632,NA,100000,227960.3215,50000000,707000000,NA,0.573384495,15,8,10,10,10,33,24,98,13,79,6,16,12,30,30,11,NA,NA,ancestor1_none+Kat70y,220.8,211.13,NA,NA,NA,NA,NA,RG16A,35.81905188,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 catalase Glc
RG16_1500ancestor1_noneH10615833333.333333,RG16,21/10/2021,RG16_1,H10,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,3100,NA,NA,NA,NA,NA,221,233,285,31,NA,NA,NA,497000000,523825260.4,640730468.8,500,NA,9.966077073,1000,899.2708333,n,NA,615833333.3,616000000,0,615833333.3,17.4467398,NA,1440,NA,6.06521234,3.30560084,8.824823839,1.315577971,NA,NA,NA,NA,10.95197162,5.968933082,15.93501016,NA,NA,NA,10.95197162,5.968933082,15.93501016,0.347641589,16,553800954.9,NA,554000000,0,0.112761389,NA,100000,178645.4693,62400000,554000000,NA,0.540346808,58,15,9,20,3,5,50,5,12,13,15,7,31,16,10,37,NA,NA,ancestor1_none+H10y,220.8,211.13,NA,NA,NA,NA,NA,RG16A,34.5340683,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 H2O2 Glc
RG16_2100ancestor1_noneControl155000000,RG16,21/10/2021,RG16_2,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,4000,NA,NA,NA,NA,NA,62,66,58,40,NA,NA,NA,148000000,157523437.5,138429687.5,100,NA,32.76558081,1000,954.6875,n,NA,155000000,155000000,0,155000000,15.17500916,NA,1440,NA,4.965077617,2.540808609,7.389346626,1.751073021,NA,NA,NA,NA,33.55313526,17.17034486,49.93592567,NA,NA,NA,33.55313526,17.17034486,49.93592567,0.327187784,17,147976562.5,NA,148000000,0,0.052677199,NA,100000,36994.14063,7790000,148000000,NA,0.492184952,41,7,17,12,5,6,9,15,7,11,4,33,5,2,6,6,8,NA,ancestor1_none+Controly,220.72,216.37,NA,NA,NA,NA,NA,RG16B,77.11873092,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
RG16_2500ancestor1_noneControl505000000,RG16,21/10/2021,RG16_2,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,4500,NA,NA,NA,NA,NA,163,204,239,45,NA,NA,NA,389000000,486890625,570425781.3,500,NA,7.262770667,1000,954.6875,n,NA,505000000,505000000,0,505000000,16.70909934,NA,1440,NA,4.191785791,2.441032507,5.942539074,1.213918835,NA,NA,NA,NA,8.694537136,5.063151802,12.32592247,NA,NA,NA,8.694537136,5.063151802,12.32592247,0.250868446,16,482117187.5,NA,482000000,0,0.153757839,NA,100000,107137.1528,74100000,482000000,NA,0.480985305,9,6,88,6,83,7,7,4,8,10,0,13,8,30,10,8,NA,NA,ancestor1_none+Controly,220.72,216.37,NA,NA,NA,NA,NA,RG16B,38.50204988,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
RG16_2100ancestor1_noneKat70165833333.333333,RG16,21/10/2021,RG16_2,Kat70,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,4100,NA,NA,NA,NA,NA,59,57,83,41,NA,NA,NA,141000000,136042968.8,198097656.3,100,NA,43.87904098,1000,954.6875,n,NA,165833333.3,166000000,0,165833333.3,15.23685106,NA,1440,NA,5.594279242,2.120836069,9.067722415,4.316388833,Initialization of 'fitness' with 'GF'-method has failed.,NA,NA,NA,35.33548642,13.39596593,57.27500691,NA,NA,NA,35.33548642,13.39596593,57.27500691,0.367154553,16,158319010.4,NA,158000000,0,0.178090906,NA,100000,38614.39278,28200000,158000000,NA,0.52676329,4,5,5,6,5,7,6,9,19,5,8,14,6,6,4,8,NA,NA,ancestor1_none+Kat70y,220.72,216.37,NA,NA,NA,NA,NA,RG16B,46.18838875,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 catalase Glc
RG16_2500ancestor1_noneKat70524166666.666667,RG16,21/10/2021,RG16_2,Kat70,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,4100,NA,NA,NA,NA,NA,184,237,208,41,NA,NA,NA,439000000,565652343.8,496437500,500,NA,11.87828488,1000,954.6875,n,NA,524166666.7,524000000,0,524166666.7,16.89714265,NA,1440,NA,5.968445695,2.996407566,8.940483823,1.217344887,NA,NA,NA,NA,11.9269833,5.987840858,17.86612574,NA,NA,NA,11.9269833,5.987840858,17.86612574,0.353222188,16,500415364.6,NA,500000000,0,0.103350861,NA,100000,122052.5279,51700000,500000000,NA,0.537616254,8,45,148,7,3,11,26,7,9,14,13,23,24,53,9,11,NA,NA,ancestor1_none+Kat70y,220.72,216.37,NA,NA,NA,NA,NA,RG16B,51.33235671,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 catalase Glc
RG16_2500ancestor1_noneH10549166666.666667,RG16,21/10/2021,RG16_2,H10,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,3700,NA,NA,NA,NA,NA,215,213,231,37,NA,NA,NA,513000000,508371093.8,551332031.3,500,NA,6.934630112,1000,954.6875,n,NA,549166666.7,549000000,0,549166666.7,17.11245974,NA,1440,NA,4.376156307,2.558303521,6.194009094,1.211930988,NA,NA,NA,NA,8.346942483,4.879627427,11.81425754,NA,NA,NA,8.346942483,4.879627427,11.81425754,0.255729239,16,524282552.1,NA,524000000,0,0.036670853,NA,100000,141697.987,19200000,524000000,NA,0.487551321,131,5,13,21,2,46,9,2,8,10,9,2,17,16,9,10,NA,NA,ancestor1_none+H10y,220.72,216.37,NA,NA,NA,NA,NA,RG16B,36.95526377,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 H2O2 Glc
RG16_3100ancestor1_noneControl166666666.666667,RG16,21/10/2021,RG16_3,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,4200,NA,NA,NA,NA,NA,81,50,69,42,NA,NA,NA,190000000,117291666.7,161862500,100,NA,24.43453373,1000,938.3333333,n,NA,166666666.7,167000000,0,166666666.7,15.18438916,NA,1440,NA,5.054805289,3.144160499,6.965450079,8.754592747,NA,NA,NA,NA,32.32202316,20.1047563,44.53929003,NA,NA,NA,32.32202316,20.1047563,44.53929003,0.332894872,17,156388888.9,NA,156000000,0,0.191441897,NA,100000,37235.44974,29900000,156000000,NA,0.494969597,3,7,12,7,7,5,4,2,4,7,5,9,9,4,4,1,7,NA,ancestor1_none+Controly,220.64,214.72,NA,NA,NA,NA,NA,RG16C,36.48521576,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
RG16_3500ancestor1_noneControl544166666.666667,RG16,21/10/2021,RG16_3,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,2700,NA,NA,NA,NA,NA,224,225,204,27,NA,NA,NA,525000000,527812500,478550000,500,NA,8.836742843,1000,938.3333333,n,NA,544166666.7,544000000,0,544166666.7,17.52890207,NA,1440,NA,6.695319293,4.439255889,8.951382697,2.975040606,NA,NA,NA,NA,13.11240073,8.694029306,17.53077215,NA,NA,NA,13.11240073,8.694029306,17.53077215,0.381958851,16,510609722.2,NA,511000000,0,0.044436809,NA,100000,189114.7119,22700000,511000000,NA,0.55743477,8,11,6,8,8,13,11,13,2,25,4,7,10,11,7,17,NA,NA,ancestor1_none+Controly,220.64,214.72,NA,NA,NA,NA,NA,RG16C,19.70683197,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
RG16_3500ancestor1_noneKat70675000000,RG16,21/10/2021,RG16_3,Kat70,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,3100,NA,NA,NA,NA,NA,260,234,316,31,NA,NA,NA,610000000,548925000,741283333.3,500,NA,11.38882296,1000,938.3333333,n,NA,675000000,675000000,0,675000000,17.64043218,NA,1440,NA,6.095352203,2.488654331,9.702050075,1.420308835,NA,NA,NA,NA,9.623607189,3.929195708,15.31801867,NA,NA,NA,9.623607189,3.929195708,15.31801867,0.345533043,16,633375000,NA,633000000,0,0.126722246,NA,100000,204314.5161,80300000,633000000,NA,0.541191194,6,29,12,12,49,29,9,5,9,8,13,6,11,8,90,17,NA,NA,ancestor1_none+Kat70y,220.64,214.72,NA,NA,NA,NA,NA,RG16C,30.88612591,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 catalase Glc
RG16_3100ancestor1_noneH10177500000,RG16,21/10/2021,RG16_3,H10,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,3600,NA,NA,NA,NA,NA,64,82,67,36,NA,NA,NA,150000000,192358333.3,157170833.3,100,NA,31.19005276,1000,938.3333333,n,NA,177500000,178000000,0,177500000,15.49763501,NA,1440,NA,4.76399194,2.166575317,7.361408563,2.049950683,NA,NA,NA,NA,28.60325884,13.00823246,44.19828522,NA,NA,NA,28.60325884,13.00823246,44.19828522,0.307401222,16,166554166.7,NA,167000000,0,0.110901519,NA,100000,46265.0463,18500000,167000000,NA,0.50076846,8,5,37,4,4,5,3,11,4,16,19,6,6,8,9,7,NA,NA,ancestor1_none+H10y,220.64,214.72,NA,NA,NA,NA,NA,RG16C,57.03850099,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 H2O2 Glc
RG16_3500ancestor1_noneH10562500000,RG16,21/10/2021,RG16_3,H10,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,3400,NA,NA,NA,NA,NA,185,241,249,34,NA,NA,NA,434000000,565345833.3,584112500,500,NA,11.44770338,1000,938.3333333,n,NA,562500000,563000000,0,562500000,17.24413125,NA,1440,NA,6.651250487,3.630130018,9.672370957,2.178257441,NA,NA,NA,NA,12.6015403,6.877688607,18.32539198,NA,NA,NA,12.6015403,6.877688607,18.32539198,0.385710964,16,527812500,NA,528000000,0,0.12654315,NA,100000,155238.9706,66800000,528000000,NA,0.556276403,6,5,7,8,11,19,9,7,14,11,47,6,21,8,13,12,NA,NA,ancestor1_none+H10y,220.64,214.72,NA,NA,NA,NA,NA,RG16C,24.15630551,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 H2O2 Glc
RG17_1100ancestor1_noneControl228333333.333333,RG17,25/10/2021,RG17_1,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,5700,NA,NA,NA,NA,NA,76,92,106,57,NA,NA,NA,178000000,215361458.3,248133854.2,100,NA,30.30054446,1000,936.3541667,n,NA,228333333.3,228000000,0,228333333.3,15.19494627,NA,1440,NA,5.233073428,1.993932073,8.472214782,1.438538235,NA,NA,NA,NA,24.47638999,9.326117763,39.62666223,NA,NA,NA,24.47638999,9.326117763,39.62666223,0.344395652,17,213800868.1,NA,214000000,0,0.134195448,NA,100000,37508.92422,28700000,214000000,NA,0.500403143,6,9,6,8,29,69,8,8,3,22,66,7,7,7,13,10,10,NA,ancestor1_none+Controly,220.87,214.76,NA,NA,NA,NA,NA,RG17A,79.23810892,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
RG17_1100ancestor1_noneKat70176666666.666667,RG17,25/10/2021,RG17_1,Kat70,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,4100,NA,NA,NA,NA,NA,65,75,72,41,NA,NA,NA,152000000,175566406.3,168543750,100,NA,25.28887769,1000,936.3541667,n,NA,176666666.7,177000000,0,176666666.7,15.30017265,NA,1440,NA,3.302139802,1.210464239,5.393815365,1.885448335,NA,NA,NA,NA,19.96184567,7.317406826,32.60628452,NA,NA,NA,19.96184567,7.317406826,32.60628452,0.215823695,16,165422569.4,NA,165000000,0,0.059291533,NA,100000,40346.96816,9810000,165000000,NA,0.446166199,3,5,18,3,4,4,4,14,6,31,1,4,5,2,6,4,NA,NA,ancestor1_none+Kat70y,220.87,214.76,NA,NA,NA,NA,NA,RG17A,43.07151088,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 catalase Glc
RG17_1500ancestor1_noneKat70605000000,RG17,25/10/2021,RG17_1,Kat70,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,4400,NA,NA,NA,NA,NA,245,221,260,44,NA,NA,NA,574000000,517335677.1,608630208.3,500,NA,14.75559612,1000,936.3541667,n,NA,605000000,605000000,0,605000000,16.97419832,NA,1440,NA,7.417973526,3.238493195,11.59745386,1.401956003,NA,NA,NA,NA,13.09452524,5.71672718,20.47232329,NA,NA,NA,13.09452524,5.71672718,20.47232329,0.437014661,16,566494270.8,NA,566000000,0,0.066373464,NA,100000,128748.6979,37600000,566000000,NA,0.575726156,10,8,12,58,16,38,13,12,9,5,10,56,35,13,22,30,NA,NA,ancestor1_none+Kat70y,220.87,214.76,NA,NA,NA,NA,NA,RG17A,38.2837058,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 catalase Glc
RG17_1100ancestor1_noneH10293333333.333333,RG17,25/10/2021,RG17_1,H10,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,3600,NA,NA,NA,NA,NA,132,106,114,36,NA,NA,NA,309000000,248133854.2,266860937.5,100,NA,16.88475458,1000,936.3541667,n,NA,293333333.3,293000000,0,293333333.3,16.21931081,NA,1440,NA,5.958455685,3.639639507,8.277271863,5.178541705,NA,NA,NA,NA,21.69362601,13.25124872,30.1360033,NA,NA,NA,21.69362601,13.25124872,30.1360033,0.367367994,16,274663888.9,NA,275000000,0,0.09266765,NA,100000,76295.52469,25500000,275000000,NA,0.537332634,8,4,3,9,14,3,7,2,8,12,8,8,8,13,5,6,NA,NA,ancestor1_none+H10y,220.87,214.76,NA,NA,NA,NA,NA,RG17A,26.85099971,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 H2O2 Glc
RG17_1500ancestor1_noneH10595833333.333333,RG17,25/10/2021,RG17_1,H10,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,4100,NA,NA,NA,NA,NA,237,239,239,41,NA,NA,NA,555000000,559471614.6,559471614.6,500,NA,5.466651535,1000,936.3541667,n,NA,595833333.3,596000000,0,595833333.3,17.05405162,NA,1440,NA,5.113239794,3.588287215,6.638192372,1.605670654,NA,NA,NA,NA,9.164973573,6.431647806,11.89829934,NA,NA,NA,9.164973573,6.431647806,11.89829934,0.299825514,16,557911024.3,NA,558000000,0,0.003955842,NA,100000,136075.8596,2210000,558000000,NA,0.512053558,60,11,7,4,12,12,15,14,10,9,10,0,3,20,14,6,NA,NA,ancestor1_none+H10y,220.87,214.76,NA,NA,NA,NA,NA,RG17A,23.18918149,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 H2O2 Glc
RG17_2100ancestor1_noneControl114166666.666667,RG17,25/10/2021,RG17_2,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,100,10,NA,4400,NA,NA,NA,NA,NA,47,23,67,44,NA,NA,NA,108000000,52917968.75,154152343.8,100,NA,39.7136342,1000,920.3125,n,NA,114166666.7,114000000,0,114166666.7,14.54347417,NA,1440,NA,5.261042946,3.174706823,7.347379069,3.280107546,NA,NA,NA,NA,50.07226132,30.21544422,69.92907842,NA,NA,NA,50.07226132,30.21544422,69.92907842,0.361745955,17,105069010.4,NA,105000000,0,0.393890148,NA,100000,23879.32055,41400000,105000000,NA,0.501244084,6,5,14,6,10,7,9,2,6,5,7,10,7,3,8,21,3,NA,ancestor1_none+Controly,220.64,212.99,NA,NA,NA,NA,NA,RG17B,72.22144059,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
RG17_2500ancestor1_noneControl466250000,RG17,25/10/2021,RG17_2,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,NA,y,NA,500,10,NA,3600,NA,NA,NA,NA,NA,241,132,NA,36,NA,NA,NA,554000000,303703125,NA,500,NA,12.69646956,1000,920.3125,n,NA,466250000,466000000,0,466250000,16.86294302,NA,1440,NA,5.367495536,2.64349527,8.091495802,1.188529996,NA,NA,NA,NA,12.50885408,6.160619299,18.85708886,NA,NA,NA,12.50885408,6.160619299,18.85708886,0.318301232,16,429095703.1,NA,429000000,0,NA,NA,100000,119193.2509,NA,429000000,NA,0.519941138,21,4,358,13,40,8,12,7,10,16,15,18,50,6,7,4,NA,NA,ancestor1_none+Controly,220.64,212.99,NA,NA,NA,NA,NA,RG17B,85.79088472,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 Glc
