assay_ID,block,date,plate_ID,External_Treatment,genotype,Selective_marker,stock,coculture_strain,coculture_ID,genotype2,Media,LB_perc,GlcMedia,Mut_to_WT_ratio,glucose,N0_ul,N0_CFU_nx,N0,N0_coculture,N0_gen_to_co_ratio,Nt1_CFU_nx,Nt2_CFU_nx,Nt3_CFU_nx,Nt1_CFU,Nt2_CFU,Nt3_CFU,N0_CFU,Nt1_nx,Nt2_nx,Nt3_nx,Nt1,Nt2,Nt3,environment,CI_range_coculture_strain,CI_range_genotype,fluctuation_volume_t0,culture_volume_final,coculture,D_gen_nx,D_gen_all,D_genotype,D_coculture_strain,D_total,generations,generations_coculture_strain,incubation_mins,m_coculture_strain,m_genotype,m_lower_genotype,m_upper_genotype,mut_fitness_genotype,FlanWarnings,m_lower_coculture_strain,m_upper_coculture_strain,mutation_rate_coculture_strain,mutation_rate_gen_all,mutation_rate_gen_allL,mutation_rate_gen_allU,mutation_rate_gen_nx,mutation_rate_gen_nxL,mutation_rate_gen_nxU,mutation_rate_genotype,mutation_rate_genotype_lower,mutation_rate_genotype_upper,Mutations_per_generation,N_cultures,Nt_gen_all,Nt_gen_nx,Nt_genotype,Nt_coculture_strain,Nt_CV,Nt_dilution_nx,Nt_dilution,Nt_N0_ratio,Nt_SD,Nt_total,sd_m_coculture_strain,sd_m_genotype,Sel_CFU1,Sel_CFU10,Sel_CFU11,Sel_CFU12,Sel_CFU13,Sel_CFU14,Sel_CFU15,Sel_CFU16,Sel_CFU17,Sel_CFU18,Sel_CFU2,Sel_CFU3,Sel_CFU4,Sel_CFU5,Sel_CFU6,Sel_CFU7,Sel_CFU8,Sel_CFU9,Treatment,Weight0,Weight24,Abs_670_res,Abs_670_res1,Abs_670_res2,Abs_670_res3,Abs_670_res4,Layout,MutationFrequency,Oxygen,Notes,w_relative,Experimentor,N0_rep1,N0_rep2,N0_rep3,D_perc_gen,N0_mean_of_3,T_format
RG25_25hpxN6_noneControl97500000,RG25,26/09/2022,RG25_2,Control,hpx,rif,hpxN6,none,hpxN6_none,hpxN6_none,DM,5,n,NA,0,10,19,1625,NA,NA,26,19,29,49,33,35,13,79855208.33,58355729.17,89069270.83,150000000,101354687.5,107497395.8,5,NA,13.3516361,1250,1228.541667,n,61666666.67,79583333.33,97500000,0,97500000,16.16962167,NA,1440,NA,1.80707907,1.007430808,2.606727331,1.167843866,NA,NA,NA,NA,18.48268832,10.30393741,26.66143922,23.85265857,13.29764895,34.40766819,15.08629687,8.410478823,21.76211492,0.111757659,16,97771440.97,75760069.44,120000000,NA,0.182514158,100000,100000,73712.5,21900000,NA,NA,0.368997906,0,0,10,2,3,6,10,7,0,2,15,1,0,19,8,4,NA,NA,hpxN6_none+Controln,245.4,243.34,NA,NA,NA,NA,NA,RG25,45.39465961,+,NA,NA,RG,NA,NA,NA,100,NA,hpx (D87G) LB
RG26_15ancestor1_noneControl251666666.666667,RG26,28/09/2022,RG26_1,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,5,n,NA,0,10,0,2250,NA,NA,0,0,0,113,109,80,18,0,0,0,345000000,333159635.4,244520833.3,5,NA,23.84946327,1250,1222.604167,n,0,125833333.3,252000000,0,251666666.7,17.06118701,NA,1440,NA,6.931527699,3.262422342,10.60063305,1.854834435,NA,NA,NA,NA,45.05545608,21.20599281,68.90491935,NA,NA,NA,22.52772804,10.60299641,34.45245967,0.406274645,17,153844357.6,0,308000000,NA,0.146071159,100000,100000,136750.5401,44900000,NA,NA,0.546729807,13,7,42,9,14,30,7,12,18,9,10,5,8,24,6,9,25,NA,ancestor1_none+Controln,246.16,243.53,NA,NA,NA,NA,NA,RG26,47.41231826,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG26_12hpxN1_noneControl47500000,RG26,28/09/2022,RG26_1,Control,hpx,rif,hpxN1,none,hpxN1_none,hpxN1_none,DM,2,n,NA,0,10,23,375,NA,NA,14,25,15,21,23,13,3,42791145.83,76412760.42,45847656.25,64200000,70299739.58,39734635.42,2,NA,9.72936886,1250,1222.604167,n,45000000,46250000,47500000,0,47500000,17.24063478,NA,1440,NA,0.304639126,0.022128912,0.58714934,0.839051262,NA,NA,NA,NA,5.387509788,0.391347401,10.38367218,5.537162838,0.402218162,10.67210751,5.245733215,0.381048785,10.11041764,0.017669832,16,56545442.71,55017187.5,58100000,NA,0.22739441,100000,100000,154863.1944,13200000,NA,NA,0.210604956,6,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,NA,NA,hpxN1_none+Controln,246.16,243.53,NA,NA,NA,NA,NA,RG26,20.44815541,+,NA,NA,RG,NA,NA,NA,100,NA,hpx (D87Y) LB
RG26_12hpxN1_ancestorControl134166666.666667,RG26,28/09/2022,RG26_1,Control,hpx,rif,hpxN1,ancestor,hpxN1_ancestor,hpxN1_ancestor,DM,2,n,124,0,10.08,26,496.031746,17,29.178338,4,0,2,0,0,0,4,12226041.67,0,6113020.833,0,0,0,2,NA,NA,1250,1222.604167,y,5000000,2500000,0,134166666.7,134166666.7,NA,NA,1440,NA,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,16,3056510.417,6113020.833,0,NA,NA,100000,100000,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,hpxN1_ancestor+Controln,246.16,243.53,NA,NA,NA,NA,NA,RG26,NA,+,NA,NA,RG,NA,NA,NA,0,NA,hpx (D87Y) + BW25113 LB
RG26_12hpxN1_ancestorControl134166666.666667,RG26,28/09/2022,RG26_1,Control,ancestor,rif,ancestor1,hpxN1,hpxN1_ancestor,ancestor1_hpxN1,DM,2,n,124,0,1250,0,17,496.031746,0.034272,0,0,0,55,65,41,17,0,0,0,168000000,198673177.1,125316927.1,2,NA,0,1250,1222.604167,y,0,67083333.33,134000000,0,134166666.7,23.20194559,NA,1440,NA,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,82016362.85,0,164000000,NA,0.183413951,100000,100000,9648983.864,30100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ancestor1_hpxN1+Controln,246.16,243.53,NA,NA,NA,NA,NA,RG26,NA,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 + hpx (D87Y) LB
RG26_12hpxN6_noneControl44166666.6666667,RG26,28/09/2022,RG26_1,Control,hpx,rif,hpxN6,none,hpxN6_none,hpxN6_none,DM,2,n,NA,0,10,5,1875,NA,NA,18,16,10,19,10,24,15,55017187.5,48904166.67,30565104.17,58100000,30565104.17,73356250,2,NA,8.178450733,1250,1222.604167,n,36666666.67,40416666.67,44200000,0,44166666.67,14.81373713,NA,1440,NA,0.206238754,0,0.441622851,1.609283662,NA,NA,NA,NA,4.173725779,0,8.937276059,4.600584098,0,9.851315656,3.819352836,0,8.178450733,0.013922129,16,49413585.07,44828819.44,54000000,NA,0.32788957,100000,100000,28799.12037,17700000,NA,NA,0.186252767,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,NA,NA,hpxN6_none+Controln,246.16,243.53,NA,NA,NA,NA,NA,RG26,8.102099312,+,NA,NA,RG,NA,NA,NA,100,NA,hpx (D87G) LB
RG26_15hpxN6_ancestorControl223333333.333333,RG26,28/09/2022,RG26_1,Control,hpx,rif,hpxN6,ancestor,hpxN6_ancestor,hpxN6_ancestor,DM,5,n,124,0,10.08,19,248.015873,9,27.55731922,2,2,2,2,1,2,2,6113020.833,6113020.833,6113020.833,6110000,3056510.417,6113020.833,5,NA,111.0546479,1250,1222.604167,y,5000000,4583333.333,4170000,219166666.7,223333333.3,14.326131,24.82748554,1440,NA,0.326117293,0.043250886,0.6089837,1.165024727,NA,NA,NA,NA,58.19779277,7.718407371,108.6771782,53.3479767,7.075206757,99.62074665,64.01757205,8.490248108,119.544896,0.022763808,16,5603602.431,6113020.833,5090000,NA,0.282842712,100000,100000,20539.75,1440000,NA,NA,0.215173534,0,0,3,0,0,0,5,0,0,2,3,0,0,0,0,0,NA,NA,hpxN6_ancestor+Controln,246.16,243.53,NA,NA,NA,NA,NA,RG26,159.4956122,+,NA,0.577027061,RG,NA,NA,NA,1.865671642,NA,hpx (D87G) + BW25113 LB
RG26_15hpxN6_ancestorControl223333333.333333,RG26,28/09/2022,RG26_1,Control,ancestor,rif,ancestor1,hpxN6,hpxN6_ancestor,ancestor1_hpxN6,DM,5,n,124,0,1250,0,9,248.015873,0.036288,0,0,0,79,83,101,9,0,0,0,241000000,253690364.6,308707552.1,5,NA,0,1250,1222.604167,y,0,109583333.3,219000000,4166666.667,223333333.3,24.82748554,14.326131,1440,NA,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,133977039.9,0,268000000,NA,0.109146008,100000,100000,29772675.54,29200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ancestor1_hpxN6+Controln,246.16,243.53,NA,NA,NA,NA,NA,RG26,NA,+,NA,1.733020977,RG,NA,NA,NA,98.13432836,NA,BW25113 + hpx (D87G) LB
RG26_22ancestor1_noneControl129166666.666667,RG26,28/09/2022,RG26_2,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,2,n,NA,0,10,0,2750,NA,NA,0,0,0,53,49,53,22,0,0,0,159000000,146629947.9,158599739.6,2,NA,32.85011525,1250,1196.979167,n,0,64583333.33,129000000,0,129166666.7,15.77884071,NA,1440,NA,6.635127111,4.095652088,9.174602133,3.770327676,NA,NA,NA,NA,85.83061,52.98049476,118.6807253,NA,NA,NA,42.915305,26.49024738,59.34036263,0.420507896,17,77304904.51,0,155000000,NA,0.036495834,100000,100000,56221.74874,5640000,NA,NA,0.539254951,7,6,5,13,16,10,9,7,7,6,7,18,4,2,11,14,11,NA,ancestor1_none+Controln,245.89,240.8,NA,NA,NA,NA,NA,RG26,58.21105437,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG26_25hpxN1_noneControl144166666.666667,RG26,28/09/2022,RG26_2,Control,hpx,rif,hpxN1,none,hpxN1_none,hpxN1_none,DM,5,n,NA,0,10,2,1000,NA,NA,64,48,52,52,55,66,8,191516666.7,143637500,155607291.7,156000000,164584635.4,197501562.5,5,NA,11.82762233,1250,1196.979167,n,136666666.7,140416666.7,144000000,0,144166666.7,17.39677615,NA,1440,NA,2.087574244,1.067060397,3.10808809,1.08783825,NA,NA,NA,NA,12.42043136,6.348684587,18.49217814,12.76123588,6.522886298,18.99958547,12.09735656,6.183545393,18.01116772,0.119997764,16,168075824.7,163587152.8,173000000,NA,0.104366879,100000,100000,172564.4965,18000000,NA,NA,0.386156461,9,6,1,2,19,36,16,5,2,0,9,4,1,0,1,12,NA,NA,hpxN1_none+Controln,245.89,240.8,NA,NA,NA,NA,NA,RG26,44.548561,+,NA,NA,RG,NA,NA,NA,100,NA,hpx (D87Y) LB
RG26_25hpxN1_ancestorControl285000000,RG26,28/09/2022,RG26_2,Control,hpx,rif,hpxN1,ancestor,hpxN1_ancestor,hpxN1_ancestor,DM,5,n,124,0,10.08,17,496.031746,17,29.178338,3,3,0,2,3,3,4,8977343.75,8977343.75,0,5980000,8977343.75,8977343.75,5,NA,40.66159801,1250,1196.979167,y,5000000,5833333.333,6670000,278333333.3,285000000,13.97364356,24.22417366,1440,NA,0.139274253,0,0.324473905,0.836325107,NA,NA,NA,NA,19.94653449,0,46.47039772,23.2709569,0,54.21546401,17.45321768,0,40.66159801,0.009966925,16,6982378.472,5984895.833,7980000,NA,0.176776695,100000,100000,16087.4,1410000,NA,NA,0.164586955,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,NA,NA,hpxN1_ancestor+Controln,245.89,240.8,NA,NA,NA,NA,NA,RG26,62.65773214,+,NA,0.576847069,RG,NA,NA,NA,2.339181287,NA,hpx (D87Y) + BW25113 LB
RG26_25hpxN1_ancestorControl285000000,RG26,28/09/2022,RG26_2,Control,ancestor,rif,ancestor1,hpxN1,hpxN1_ancestor,ancestor1_hpxN1,DM,5,n,124,0,1250,0,17,496.031746,0.034272,0,0,0,110,105,119,17,0,0,0,329000000,314207031.3,356101302.1,5,NA,0,1250,1196.979167,y,0,139166666.7,278000000,6666666.667,285000000,24.22417366,13.97364356,1440,NA,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,166579600.7,0,333000000,NA,0.052030381,100000,100000,19597600.08,17300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ancestor1_hpxN1+Controln,245.89,240.8,NA,NA,NA,NA,NA,RG26,NA,+,NA,1.733561727,RG,NA,NA,NA,97.66081871,NA,BW25113 + hpx (D87Y) LB
RG26_25hpxN6_noneControl144166666.666667,RG26,28/09/2022,RG26_2,Control,hpx,rif,hpxN6,none,hpxN6_none,hpxN6_none,DM,5,n,NA,0,10,18,1250,NA,NA,44,44,51,66,60,47,10,131667708.3,131667708.3,152614843.8,198000000,179546875,140645052.1,5,NA,12.77664736,1250,1196.979167,n,115833333.3,130000000,144000000,0,144166666.7,17.07484805,NA,1440,NA,1.973605243,0.871207384,3.076003103,0.995855516,NA,NA,NA,NA,12.68324397,5.59875681,19.76773113,14.23443208,6.283496851,22.18536731,11.43691364,5.048589956,17.82523732,0.115585523,16,155607291.7,138650086.8,173000000,NA,0.137518812,100000,100000,138051.5972,23700000,NA,NA,0.379387562,9,3,3,2,2,1,28,2,97,20,12,0,5,4,2,0,NA,NA,hpxN6_none+Controln,245.89,240.8,NA,NA,NA,NA,NA,RG26,68.81485033,+,NA,NA,RG,NA,NA,NA,100,NA,hpx (D87G) LB
RG26_22hpxN6_ancestorControl175833333.333333,RG26,28/09/2022,RG26_2,Control,hpx,rif,hpxN6,ancestor,hpxN6_ancestor,hpxN6_ancestor,DM,2,n,124,0,10.08,7,496.031746,30,16.53439153,0,1,0,4,2,0,4,0,2992447.917,0,12000000,5984895.833,0,2,NA,122.1568795,1250,1196.979167,y,833333.3333,2916666.667,5000000,170833333.3,175833333.3,13.55860606,22.70052171,1440,NA,0.187499996,0,0.731096199,10,Initialization of 'fitness' with 'GF'-method has failed.,NA,NA,NA,53.70662635,0,209.4117935,187.9731922,0,732.9412771,31.32886537,0,122.1568795,0.013828855,16,3491189.236,997482.6389,5980000,204000000,0.816496581,100000,100000,12065.55,4890000,210000000,NA,0.180747165,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,NA,NA,hpxN6_ancestor+Controln,245.89,240.8,NA,NA,NA,NA,NA,RG26,31.32886607,+,NA,0.597281694,RG,NA,NA,NA,2.843601896,NA,hpx (D87G) + BW25113 LB
RG26_22hpxN6_ancestorControl175833333.333333,RG26,28/09/2022,RG26_2,Control,ancestor,rif,ancestor1,hpxN6,hpxN6_ancestor,ancestor1_hpxN6,DM,2,n,124,0,1250,0,30,496.031746,0.06048,0,0,0,98,57,50,30,0,0,0,293000000,170569531.3,149622395.8,2,NA,0,1250,1196.979167,y,0,85416666.67,171000000,5000000,175833333.3,22.70052171,13.55860606,1440,NA,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,102241970.5,0,204000000,5980000,0.309823307,100000,100000,6816131.366,63400000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ancestor1_hpxN6+Controln,245.89,240.8,NA,NA,NA,NA,NA,RG26,NA,+,NA,1.674251882,RG,NA,NA,NA,97.1563981,NA,BW25113 + hpx (D87G) LB
RG27_15hpxN6_noneControl126666666.666667,RG27,03/10/2022,RG27_1,Control,hpx,rif,hpxN6,none,hpxN6_none,hpxN6_none,DM,5,n,NA,0,10,23,6000,NA,NA,46,57,42,42,53,57,48,141282291.7,175067187.5,128996875,129000000,162781770.8,175067187.5,5,NA,10.07061326,1250,1228.541667,n,120833333.3,123750000,127000000,0,126666666.7,14.66266168,NA,1440,NA,1.662304848,0.878734208,2.445875488,0.974582929,NA,NA,NA,NA,10.93391198,5.779928087,16.08789587,11.19783399,5.919443593,16.47622439,10.68214427,5.646837638,15.7174509,0.113369925,17,152032031.3,148448784.7,156000000,NA,0.12517301,100000,100000,25935.87963,19500000,NA,NA,0.348686786,14,5,0,6,1,39,0,2,1,6,3,3,27,11,0,0,7,NA,hpxN6_none+Controln,247.19,245.13,NA,NA,NA,NA,NA,RG27,47.25076664,+,NA,NA,RG,NA,NA,NA,100,NA,hpx (D87G) LB
RG27_15hpxN6_ancestorControl265833333.333333,RG27,03/10/2022,RG27_1,Control,hpx,rif,hpxN6,ancestor,hpxN6_ancestor,hpxN6_ancestor,DM,5,n,124,0,10.08,22,1984.126984,NA,NA,23,25,27,6,2,4,16,7064114.583,7678385.417,8292656.25,18400000,6142708.333,12285416.67,5,NA,52.81240563,1250,1228.541667,y,62500000,36250000,10000000,255833333.3,265833333.3,12.59615481,23.18318168,1440,NA,0.125,0,0.648822408,10,Initialization of 'fitness' with 'GF'-method has failed.,NA,NA,NA,12.52266469,0,64.99988385,16.2794641,0,84.49984901,10.17466506,0,52.81240563,0.009923663,16,9981901.042,7678385.417,12300000,NA,0.40824829,10000,100000,6191.85,5020000,NA,NA,0.1590753,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,hpxN6_ancestor+Controln,247.19,245.13,NA,NA,NA,NA,NA,RG27,10.17466508,+,NA,0.543331583,RG,NA,NA,NA,3.761755486,NA,hpx (D87G) + BW25113 LB
RG27_15hpxN6_ancestorControl265833333.333333,RG27,03/10/2022,RG27_1,Control,ancestor,rif,ancestor1,hpxN6,hpxN6_ancestor,ancestor1_hpxN6,DM,5,n,124,0,1250,NA,33,NA,NA,0,0,0,94,103,110,33,0,0,0,289000000,316349479.2,337848958.3,5,NA,0,1250,1228.541667,y,0,127916666.7,256000000,10000000,265833333.3,23.18318168,12.59615481,1440,NA,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,157150954.9,0,314000000,NA,0.063996361,10000,100000,9524300.295,20100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ancestor1_hpxN6+Controln,247.19,245.13,NA,NA,NA,NA,NA,RG27,NA,+,NA,1.840496726,RG,NA,NA,NA,96.23824451,NA,BW25113 + hpx (D87G) LB
RG27_12.5ancestor1_noneControl140000000,RG27,03/10/2022,RG27_1,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,2.5,n,NA,0,10,NA,4625,NA,NA,0,0,0,66,51,51,37,0,0,0,203000000,156639062.5,156639062.5,2.5,NA,20.59372023,1250,1228.541667,n,0,70000000,140000000,0,140000000,15.18256072,NA,1440,NA,4.902186129,3.131169093,6.673203165,3.0979394,NA,NA,NA,NA,57.00354519,36.40982496,77.59726542,NA,NA,NA,28.5017726,18.20491248,38.79863271,0.322882695,16,85997916.67,0,172000000,NA,0.126269068,100000,100000,37188.28829,21700000,NA,NA,0.505299517,7,4,8,7,7,1,5,8,3,5,11,2,11,18,12,6,NA,NA,ancestor1_none+Controln,247.19,245.13,NA,NA,NA,NA,NA,RG27,41.78880302,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG27_15hpxN1_ancestorControl285000000,RG27,03/10/2022,RG27_1,Control,hpx,rif,hpxN1,ancestor,hpxN1_ancestor,hpxN1_ancestor,DM,5,n,124,0,10.08,21,3720.238095,NA,NA,23,30,31,1,3,3,30,7064114.583,9214062.5,9521197.917,3070000,9214062.5,9214062.5,5,NA,63.13191026,1250,1228.541667,y,70000000,37916666.67,5830000,279166666.7,285000000,10.91165663,23.76853574,1440,NA,0.217079442,0,0.452434396,1.037593142,NA,NA,NA,NA,27.53717129,0,57.39264569,25.24240702,0,52.60992522,30.29088842,0,63.13191026,0.01989427,16,7883142.361,8599791.667,7170000,NA,0.404061018,10000,100000,1926.353333,2900000,NA,NA,0.189282728,0,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,NA,NA,hpxN1_ancestor+Controln,247.19,245.13,NA,NA,NA,NA,NA,RG27,87.21141501,+,NA,0.459079884,RG,NA,NA,NA,2.046783626,NA,hpx (D87Y) + BW25113 LB
RG27_15hpxN1_ancestorControl285000000,RG27,03/10/2022,RG27_1,Control,ancestor,rif,ancestor1,hpxN1,hpxN1_ancestor,ancestor1_hpxN1,DM,5,n,124,0,1250,NA,24,NA,NA,0,0,0,91,98,146,24,0,0,0,279000000,300992708.3,448417708.3,5,NA,0,1250,1228.541667,y,0,139583333.3,279000000,5833333.333,285000000,23.76853574,10.91165663,1440,NA,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,171483941,0,343000000,NA,0.218909995,10000,100000,14290328.41,75100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ancestor1_hpxN1+Controln,247.19,245.13,NA,NA,NA,NA,NA,RG27,NA,+,NA,2.178270132,RG,NA,NA,NA,97.95321637,NA,BW25113 + hpx (D87Y) LB
RG27_15hpxN1_noneControl157500000,RG27,03/10/2022,RG27_1,Control,hpx,rif,hpxN1,none,hpxN1_none,hpxN1_none,DM,5,n,NA,0,10,26,2375,NA,NA,47,57,46,66,67,56,19,144353645.8,175067187.5,141282291.7,203000000,205780729.2,171995833.3,5,NA,6.966902465,1250,1228.541667,n,125000000,141250000,158000000,0,157500000,16.31401158,NA,1440,NA,1.342174729,0.668143244,2.016206214,1.291331305,NA,NA,NA,NA,7.734472694,3.850270435,11.61867495,8.739954144,4.350805591,13.1291027,6.936471543,3.453020311,10.41992278,0.082271287,16,173531510.4,153567708.3,193000000,NA,0.078834203,100000,100000,81471.71053,15300000,NA,NA,0.335997426,5,0,1,3,4,33,7,2,1,0,0,4,0,0,5,4,NA,NA,hpxN1_none+Controln,247.19,245.13,NA,NA,NA,NA,NA,RG27,22.28736161,+,NA,NA,RG,NA,NA,NA,100,NA,hpx (D87Y) LB
RG27_22.5hpxN6_noneControl69166666.6666667,RG27,03/10/2022,RG27_2,Control,hpx,rif,hpxN6,none,hpxN6_none,hpxN6_none,DM,2.5,n,NA,0,10,26,2375,NA,NA,28,21,27,23,34,26,19,84218750,63164062.5,81210937.5,69200000,102265625,78203125,2.5,NA,6.328068109,1250,1203.125,n,63333333.33,66250000,69200000,0,69166666.67,15.09664834,NA,1440,NA,0.269011179,0.00571246,0.532309898,0.436339504,NA,NA,NA,NA,3.374999353,0.071668202,6.678330504,3.530426955,0.074968711,6.985885198,3.232680103,0.068646049,6.396714158,0.017819265,17,79707031.25,76197916.67,83200000,NA,0.167811907,100000,100000,35038.37719,14000000,NA,NA,0.19646685,0,0,314,0,0,0,0,6,0,0,3,0,0,0,0,1,0,NA,hpxN6_none+Controln,246.71,242.21,NA,NA,NA,NA,NA,RG27,229.0279529,+,NA,NA,RG,NA,NA,NA,100,NA,hpx (D87G) LB
RG27_22.5hpxN6_ancestorControl189166666.666667,RG27,03/10/2022,RG27_2,Control,hpx,rif,hpxN6,ancestor,hpxN6_ancestor,hpxN6_ancestor,DM,2.5,n,124,0,10.08,14,2728.174603,NA,NA,12,8,11,1,1,2,22,3609375,2406250,3308593.75,3010000,3007812.5,6015625,2.5,NA,80.36093432,1250,1203.125,y,25833333.33,14583333.33,3330000,185833333.3,189166666.7,10.52160044,22.9813331,1440,NA,0.13708167,0,0.32228083,1.81551698,NA,NA,NA,NA,38.51425742,0,90.54753163,44.10503672,0,103.6915282,34.18140346,0,80.36093432,0.013028595,16,3559244.792,3108072.917,4010000,NA,0.353553391,10000,100000,1470,1420000,NA,NA,0.163766325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,NA,NA,hpxN6_ancestor+Controln,246.71,242.21,NA,NA,NA,NA,NA,RG27,62.33766234,+,NA,0.457832468,RG,NA,NA,NA,1.762114537,NA,hpx (D87G) + BW25113 LB
RG27_22.5hpxN6_ancestorControl189166666.666667,RG27,03/10/2022,RG27_2,Control,ancestor,rif,ancestor1,hpxN6,hpxN6_ancestor,ancestor1_hpxN6,DM,2.5,n,124,0,1250,NA,27,NA,NA,0,0,0,75,94,54,27,0,0,0,226000000,282734375,162421875,2.5,NA,0,1250,1203.125,y,0,92916666.67,186000000,3333333.333,189166666.7,22.9813331,10.52160044,1440,NA,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,111790364.6,0,224000000,NA,0.219776695,10000,100000,8280767.747,49100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ancestor1_hpxN6+Controln,246.71,242.21,NA,NA,NA,NA,NA,RG27,NA,+,NA,2.184205077,RG,NA,NA,NA,98.23788546,NA,BW25113 + hpx (D87G) LB
RG27_25ancestor1_noneControl288333333.333333,RG27,03/10/2022,RG27_2,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,5,n,NA,0,10,NA,4375,NA,NA,0,0,0,121,116,109,35,0,0,0,364000000,348906250,327851562.5,5,NA,17.3050959,1250,1203.125,n,0,144166666.7,288000000,0,288333333.3,16.27488163,NA,1440,NA,6.926984262,3.925406366,9.928562158,1.663850534,NA,NA,NA,NA,39.93637049,22.63127459,57.24146639,NA,NA,NA,19.96818525,11.3156373,28.62073319,0.425624248,16,173450520.8,0,347000000,NA,0.042672899,100000,100000,79291.66667,14800000,NA,NA,0.563439799,11,13,10,6,8,15,10,14,14,28,23,12,7,20,6,198,NA,NA,ancestor1_none+Controln,246.71,242.21,NA,NA,NA,NA,NA,RG27,71.16582839,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG27_22.5hpxN1_ancestorControl174166666.666667,RG27,03/10/2022,RG27_2,Control,hpx,rif,hpxN1,ancestor,hpxN1_ancestor,hpxN1_ancestor,DM,2.5,n,124,0,10.08,34,2852.18254,NA,NA,11,8,15,0,1,3,23,3308593.75,2406250,4511718.75,0,3007812.5,9023437.5,2.5,NA,121.3939421,1250,1203.125,y,28333333.33,15833333.33,3330000,170833333.3,174166666.7,10.4574701,22.12294771,1440,NA,0.233810027,0,0.486840289,7.914337972,NA,NA,NA,NA,63.02776425,0,131.2366941,68.58903757,0,142.8164025,58.30068193,0,121.3939421,0.022358183,15,3709635.417,3408854.167,4010000,NA,0.935414347,10000,100000,1406.086957,3750000,NA,NA,0.200116245,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,hpxN1_ancestor+Controln,246.71,242.21,NA,NA,NA,NA,NA,RG27,66.49350649,+,NA,0.472697863,RG,NA,NA,NA,1.913875598,NA,hpx (D87Y) + BW25113 LB
